Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Age,Degree of urbanisation,UNIT_MEASURE,Value
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Nam,,under 5 years old,,"Per 1,000 live births",24.6
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Nam,,under 5 years old,,"Per 1,000 live births",24.2
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Nam,,under 5 years old,,"Per 1,000 live births",24.0
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Nam,,under 5 years old,,"Per 1,000 live births",23.6
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Ngai,,under 5 years old,,"Per 1,000 live births",27.1
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Ngai,,under 5 years old,,"Per 1,000 live births",28.5
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Ngai,,under 5 years old,,"Per 1,000 live births",28.3
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Ngai,,under 5 years old,,"Per 1,000 live births",27.4
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Ngai,,under 5 years old,,"Per 1,000 live births",26.9
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Ngai,,under 5 years old,,"Per 1,000 live births",26.4
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Ngai,,under 5 years old,,"Per 1,000 live births",26.0
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Ngai,,under 5 years old,,"Per 1,000 live births",25.8
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Ngai,,under 5 years old,,"Per 1,000 live births",25.4
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Dinh,,under 5 years old,,"Per 1,000 live births",22.8
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Dinh,,under 5 years old,,"Per 1,000 live births",24.1
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Dinh,,under 5 years old,,"Per 1,000 live births",23.9
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Dinh,,under 5 years old,,"Per 1,000 live births",23.1
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Dinh,,under 5 years old,,"Per 1,000 live births",22.7
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Dinh,,under 5 years old,,"Per 1,000 live births",22.3
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Dinh,,under 5 years old,,"Per 1,000 live births",22.0
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Dinh,,under 5 years old,,"Per 1,000 live births",21.8
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Dinh,,under 5 years old,,"Per 1,000 live births",21.4
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Yen,,under 5 years old,,"Per 1,000 live births",29.0
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Yen,,under 5 years old,,"Per 1,000 live births",24.1
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Yen,,under 5 years old,,"Per 1,000 live births",24.0
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Yen,,under 5 years old,,"Per 1,000 live births",23.2
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Yen,,under 5 years old,,"Per 1,000 live births",22.8
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Yen,,under 5 years old,,"Per 1,000 live births",22.4
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Yen,,under 5 years old,,"Per 1,000 live births",22.0
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Yen,,under 5 years old,,"Per 1,000 live births",21.9
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Yen,,under 5 years old,,"Per 1,000 live births",21.5
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Khanh  Hoa,,under 5 years old,,"Per 1,000 live births",22.5
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Khanh  Hoa,,under 5 years old,,"Per 1,000 live births",22.1
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Khanh  Hoa,,under 5 years old,,"Per 1,000 live births",22.1
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Khanh  Hoa,,under 5 years old,,"Per 1,000 live births",21.4
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Khanh  Hoa,,under 5 years old,,"Per 1,000 live births",21.0
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Khanh  Hoa,,under 5 years old,,"Per 1,000 live births",20.6
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Khanh  Hoa,,under 5 years old,,"Per 1,000 live births",20.3
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Khanh  Hoa,,under 5 years old,,"Per 1,000 live births",20.2
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Khanh  Hoa,,under 5 years old,,"Per 1,000 live births",19.9
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh  Thuan,,under 5 years old,,"Per 1,000 live births",28.3
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh  Thuan,,under 5 years old,,"Per 1,000 live births",26.1
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh  Thuan,,under 5 years old,,"Per 1,000 live births",25.9
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh  Thuan,,under 5 years old,,"Per 1,000 live births",25.0
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh  Thuan,,under 5 years old,,"Per 1,000 live births",24.6
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh  Thuan,,under 5 years old,,"Per 1,000 live births",24.2
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh  Thuan,,under 5 years old,,"Per 1,000 live births",23.8
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh  Thuan,,under 5 years old,,"Per 1,000 live births",23.7
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh  Thuan,,under 5 years old,,"Per 1,000 live births",23.3
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Thuan,,under 5 years old,,"Per 1,000 live births",21.0
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Thuan,,under 5 years old,,"Per 1,000 live births",20.0
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Thuan,,under 5 years old,,"Per 1,000 live births",19.8
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Thuan,,under 5 years old,,"Per 1,000 live births",19.1
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Thuan,,under 5 years old,,"Per 1,000 live births",18.8
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Thuan,,under 5 years old,,"Per 1,000 live births",18.4
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Thuan,,under 5 years old,,"Per 1,000 live births",18.2
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Thuan,,under 5 years old,,"Per 1,000 live births",18.0
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Thuan,,under 5 years old,,"Per 1,000 live births",17.7
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kon Tum,,under 5 years old,,"Per 1,000 live births",59.4
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kon Tum,,under 5 years old,,"Per 1,000 live births",62.6
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kon Tum,,under 5 years old,,"Per 1,000 live births",62.7
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kon Tum,,under 5 years old,,"Per 1,000 live births",60.4
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kon Tum,,under 5 years old,,"Per 1,000 live births",59.3
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kon Tum,,under 5 years old,,"Per 1,000 live births",58.1
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kon Tum,,under 5 years old,,"Per 1,000 live births",57.2
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kon Tum,,under 5 years old,,"Per 1,000 live births",56.8
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kon Tum,,under 5 years old,,"Per 1,000 live births",55.8
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Gia Lai,,under 5 years old,,"Per 1,000 live births",39.1
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Gia Lai,,under 5 years old,,"Per 1,000 live births",47.2
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Gia Lai,,under 5 years old,,"Per 1,000 live births",47.0
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Gia Lai,,under 5 years old,,"Per 1,000 live births",44.2
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Gia Lai,,under 5 years old,,"Per 1,000 live births",40.0
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Gia Lai,,under 5 years old,,"Per 1,000 live births",39.3
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Gia Lai,,under 5 years old,,"Per 1,000 live births",38.7
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Gia Lai,,under 5 years old,,"Per 1,000 live births",38.4
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Gia Lai,,under 5 years old,,"Per 1,000 live births",37.8
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Lak,,under 5 years old,,"Per 1,000 live births",33.3
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Lak,,under 5 years old,,"Per 1,000 live births",37.4
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Lak,,under 5 years old,,"Per 1,000 live births",37.6
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Lak,,under 5 years old,,"Per 1,000 live births",36.8
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Lak,,under 5 years old,,"Per 1,000 live births",36.4
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Lak,,under 5 years old,,"Per 1,000 live births",35.8
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Lak,,under 5 years old,,"Per 1,000 live births",35.2
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Lak,,under 5 years old,,"Per 1,000 live births",35.0
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Lak,,under 5 years old,,"Per 1,000 live births",34.4
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Nong,,under 5 years old,,"Per 1,000 live births",40.6
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Nong,,under 5 years old,,"Per 1,000 live births",43.6
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Nong,,under 5 years old,,"Per 1,000 live births",43.5
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Nong,,under 5 years old,,"Per 1,000 live births",41.3
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Nong,,under 5 years old,,"Per 1,000 live births",39.1
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Nong,,under 5 years old,,"Per 1,000 live births",38.4
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Nong,,under 5 years old,,"Per 1,000 live births",37.8
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Nong,,under 5 years old,,"Per 1,000 live births",37.6
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dak Nong,,under 5 years old,,"Per 1,000 live births",37.0
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lam Dong,,under 5 years old,,"Per 1,000 live births",21.8
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lam Dong,,under 5 years old,,"Per 1,000 live births",24.8
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lam Dong,,under 5 years old,,"Per 1,000 live births",24.8
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lam Dong,,under 5 years old,,"Per 1,000 live births",25.0
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lam Dong,,under 5 years old,,"Per 1,000 live births",24.6
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lam Dong,,under 5 years old,,"Per 1,000 live births",24.1
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lam Dong,,under 5 years old,,"Per 1,000 live births",23.8
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lam Dong,,under 5 years old,,"Per 1,000 live births",23.6
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lam Dong,,under 5 years old,,"Per 1,000 live births",23.2
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Phuoc,,under 5 years old,,"Per 1,000 live births",24.4
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Phuoc,,under 5 years old,,"Per 1,000 live births",22.3
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Phuoc,,under 5 years old,,"Per 1,000 live births",22.2
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Phuoc,,under 5 years old,,"Per 1,000 live births",21.4
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Phuoc,,under 5 years old,,"Per 1,000 live births",21.1
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Phuoc,,under 5 years old,,"Per 1,000 live births",20.7
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Phuoc,,under 5 years old,,"Per 1,000 live births",20.4
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Phuoc,,under 5 years old,,"Per 1,000 live births",20.3
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh Phuoc,,under 5 years old,,"Per 1,000 live births",19.9
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tay Ninh,,under 5 years old,,"Per 1,000 live births",19.5
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tay Ninh,,under 5 years old,,"Per 1,000 live births",18.8
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tay Ninh,,under 5 years old,,"Per 1,000 live births",18.5
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tay Ninh,,under 5 years old,,"Per 1,000 live births",17.9
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tay Ninh,,under 5 years old,,"Per 1,000 live births",17.6
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tay Ninh,,under 5 years old,,"Per 1,000 live births",17.3
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tay Ninh,,under 5 years old,,"Per 1,000 live births",17.0
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tay Ninh,,under 5 years old,,"Per 1,000 live births",16.9
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tay Ninh,,under 5 years old,,"Per 1,000 live births",16.6
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh  Duong,,under 5 years old,,"Per 1,000 live births",13.5
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh  Duong,,under 5 years old,,"Per 1,000 live births",14.1
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh  Duong,,under 5 years old,,"Per 1,000 live births",14.1
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh  Duong,,under 5 years old,,"Per 1,000 live births",13.6
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh  Duong,,under 5 years old,,"Per 1,000 live births",13.4
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh  Duong,,under 5 years old,,"Per 1,000 live births",13.3
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh  Duong,,under 5 years old,,"Per 1,000 live births",13.1
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh  Duong,,under 5 years old,,"Per 1,000 live births",13.0
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Binh  Duong,,under 5 years old,,"Per 1,000 live births",14.1
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Nai,,under 5 years old,,"Per 1,000 live births",13.5
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Nai,,under 5 years old,,"Per 1,000 live births",12.2
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Nai,,under 5 years old,,"Per 1,000 live births",12.1
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Nai,,under 5 years old,,"Per 1,000 live births",11.7
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Nai,,under 5 years old,,"Per 1,000 live births",11.6
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Nai,,under 5 years old,,"Per 1,000 live births",11.3
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Nai,,under 5 years old,,"Per 1,000 live births",11.2
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Nai,,under 5 years old,,"Per 1,000 live births",11.1
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Nai,,under 5 years old,,"Per 1,000 live births",10.9
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ba Ria - Vung Tau,,under 5 years old,,"Per 1,000 live births",13.3
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ba Ria - Vung Tau,,under 5 years old,,"Per 1,000 live births",13.1
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ba Ria - Vung Tau,,under 5 years old,,"Per 1,000 live births",12.9
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ba Ria - Vung Tau,,under 5 years old,,"Per 1,000 live births",12.5
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ba Ria - Vung Tau,,under 5 years old,,"Per 1,000 live births",12.3
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ba Ria - Vung Tau,,under 5 years old,,"Per 1,000 live births",12.1
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ba Ria - Vung Tau,,under 5 years old,,"Per 1,000 live births",11.9
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ba Ria - Vung Tau,,under 5 years old,,"Per 1,000 live births",11.8
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ba Ria - Vung Tau,,under 5 years old,,"Per 1,000 live births",11.6
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ho Chi Minh city,,under 5 years old,,"Per 1,000 live births",11.6
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ho Chi Minh city,,under 5 years old,,"Per 1,000 live births",12.2
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ho Chi Minh city,,under 5 years old,,"Per 1,000 live births",12.3
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ho Chi Minh city,,under 5 years old,,"Per 1,000 live births",12.5
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ho Chi Minh city,,under 5 years old,,"Per 1,000 live births",12.3
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ho Chi Minh city,,under 5 years old,,"Per 1,000 live births",11.5
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ho Chi Minh city,,under 5 years old,,"Per 1,000 live births",11.3
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ho Chi Minh city,,under 5 years old,,"Per 1,000 live births",11.2
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ho Chi Minh city,,under 5 years old,,"Per 1,000 live births",11.0
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Long An,,under 5 years old,,"Per 1,000 live births",14.6
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Long An,,under 5 years old,,"Per 1,000 live births",14.9
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Long An,,under 5 years old,,"Per 1,000 live births",15.0
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Long An,,under 5 years old,,"Per 1,000 live births",14.5
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Long An,,under 5 years old,,"Per 1,000 live births",14.3
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Long An,,under 5 years old,,"Per 1,000 live births",14.0
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Long An,,under 5 years old,,"Per 1,000 live births",13.8
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Long An,,under 5 years old,,"Per 1,000 live births",13.7
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Long An,,under 5 years old,,"Per 1,000 live births",13.5
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tien Giang,,under 5 years old,,"Per 1,000 live births",15.8
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tien Giang,,under 5 years old,,"Per 1,000 live births",14.1
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tien Giang,,under 5 years old,,"Per 1,000 live births",14.3
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tien Giang,,under 5 years old,,"Per 1,000 live births",13.9
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tien Giang,,under 5 years old,,"Per 1,000 live births",13.6
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tien Giang,,under 5 years old,,"Per 1,000 live births",13.4
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tien Giang,,under 5 years old,,"Per 1,000 live births",13.2
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tien Giang,,under 5 years old,,"Per 1,000 live births",13.2
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tien Giang,,under 5 years old,,"Per 1,000 live births",13.0
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ben Tre,,under 5 years old,,"Per 1,000 live births",17.2
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ben Tre,,under 5 years old,,"Per 1,000 live births",15.3
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ben Tre,,under 5 years old,,"Per 1,000 live births",15.4
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ben Tre,,under 5 years old,,"Per 1,000 live births",14.9
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ben Tre,,under 5 years old,,"Per 1,000 live births",14.6
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ben Tre,,under 5 years old,,"Per 1,000 live births",14.4
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ben Tre,,under 5 years old,,"Per 1,000 live births",14.2
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ben Tre,,under 5 years old,,"Per 1,000 live births",14.1
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ben Tre,,under 5 years old,,"Per 1,000 live births",13.8
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tra Vinh,,under 5 years old,,"Per 1,000 live births",22.5
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tra Vinh,,under 5 years old,,"Per 1,000 live births",19.3
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tra Vinh,,under 5 years old,,"Per 1,000 live births",19.4
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tra Vinh,,under 5 years old,,"Per 1,000 live births",18.7
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tra Vinh,,under 5 years old,,"Per 1,000 live births",18.4
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tra Vinh,,under 5 years old,,"Per 1,000 live births",18.1
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tra Vinh,,under 5 years old,,"Per 1,000 live births",17.8
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tra Vinh,,under 5 years old,,"Per 1,000 live births",17.7
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tra Vinh,,under 5 years old,,"Per 1,000 live births",17.3
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Vinh Long,,under 5 years old,,"Per 1,000 live births",17.2
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Vinh Long,,under 5 years old,,"Per 1,000 live births",16.3
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Vinh Long,,under 5 years old,,"Per 1,000 live births",15.9
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Vinh Long,,under 5 years old,,"Per 1,000 live births",15.4
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Vinh Long,,under 5 years old,,"Per 1,000 live births",15.1
