Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Age,Degree of urbanisation,UNIT_MEASURE,Value
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Tri,,under 1 year old,,"Per 1,000 live births",33.8
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Tri,,under 1 year old,,"Per 1,000 live births",33.5
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Tri,,under 1 year old,,"Per 1,000 live births",32.4
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Tri,,under 1 year old,,"Per 1,000 live births",31.9
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Tri,,under 1 year old,,"Per 1,000 live births",31.3
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Tri,,under 1 year old,,"Per 1,000 live births",30.8
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Tri,,under 1 year old,,"Per 1,000 live births",30.6
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Tri,,under 1 year old,,"Per 1,000 live births",30.2
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thua Thien-Hue,,under 1 year old,,"Per 1,000 live births",19.3
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thua Thien-Hue,,under 1 year old,,"Per 1,000 live births",18.9
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thua Thien-Hue,,under 1 year old,,"Per 1,000 live births",21.0
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thua Thien-Hue,,under 1 year old,,"Per 1,000 live births",21.0
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thua Thien-Hue,,under 1 year old,,"Per 1,000 live births",20.3
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thua Thien-Hue,,under 1 year old,,"Per 1,000 live births",20.0
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thua Thien-Hue,,under 1 year old,,"Per 1,000 live births",19.6
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thua Thien-Hue,,under 1 year old,,"Per 1,000 live births",19.3
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thua Thien-Hue,,under 1 year old,,"Per 1,000 live births",19.2
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thua Thien-Hue,,under 1 year old,,"Per 1,000 live births",18.9
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Da Nang,,under 1 year old,,"Per 1,000 live births",10.1
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Da Nang,,under 1 year old,,"Per 1,000 live births",9.9
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Da Nang,,under 1 year old,,"Per 1,000 live births",9.5
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Da Nang,,under 1 year old,,"Per 1,000 live births",9.3
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Da Nang,,under 1 year old,,"Per 1,000 live births",9.0
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Da Nang,,under 1 year old,,"Per 1,000 live births",8.8
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Da Nang,,under 1 year old,,"Per 1,000 live births",8.7
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Da Nang,,under 1 year old,,"Per 1,000 live births",8.5
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Da Nang,,under 1 year old,,"Per 1,000 live births",8.5
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Da Nang,,under 1 year old,,"Per 1,000 live births",8.4
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Nam,,under 1 year old,,"Per 1,000 live births",19.5
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Nam,,under 1 year old,,"Per 1,000 live births",19.9
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Nam,,under 1 year old,,"Per 1,000 live births",17.4
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Nam,,under 1 year old,,"Per 1,000 live births",17.5
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Nam,,under 1 year old,,"Per 1,000 live births",16.9
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Nam,,under 1 year old,,"Per 1,000 live births",16.6
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Nam,,under 1 year old,,"Per 1,000 live births",16.3
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Nam,,under 1 year old,,"Per 1,000 live births",16.1
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Nam,,under 1 year old,,"Per 1,000 live births",16.0
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Nam,,under 1 year old,,"Per 1,000 live births",15.7
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Ngai,,under 1 year old,,"Per 1,000 live births",18.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Ngai,,under 1 year old,,"Per 1,000 live births",19.9
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Ngai,,under 1 year old,,"Per 1,000 live births",18.9
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Ngai,,under 1 year old,,"Per 1,000 live births",18.8
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Ngai,,under 1 year old,,"Per 1,000 live births",18.2
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Ngai,,under 1 year old,,"Per 1,000 live births",17.9
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Ngai,,under 1 year old,,"Per 1,000 live births",17.5
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Ngai,,under 1 year old,,"Per 1,000 live births",17.3
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Ngai,,under 1 year old,,"Per 1,000 live births",17.2
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang  Ngai,,under 1 year old,,"Per 1,000 live births",16.9
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Dinh,,under 1 year old,,"Per 1,000 live births",15.2
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Dinh,,under 1 year old,,"Per 1,000 live births",16.0
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Dinh,,under 1 year old,,"Per 1,000 live births",16.0
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Dinh,,under 1 year old,,"Per 1,000 live births",15.9
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Dinh,,under 1 year old,,"Per 1,000 live births",15.4
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Dinh,,under 1 year old,,"Per 1,000 live births",15.1
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Dinh,,under 1 year old,,"Per 1,000 live births",14.8
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Dinh,,under 1 year old,,"Per 1,000 live births",14.6
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Dinh,,under 1 year old,,"Per 1,000 live births",14.5
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Dinh,,under 1 year old,,"Per 1,000 live births",14.3
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Yen,,under 1 year old,,"Per 1,000 live births",19.2
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Yen,,under 1 year old,,"Per 1,000 live births",18.8
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Yen,,under 1 year old,,"Per 1,000 live births",16.0
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Yen,,under 1 year old,,"Per 1,000 live births",15.9
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Yen,,under 1 year old,,"Per 1,000 live births",15.4
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Yen,,under 1 year old,,"Per 1,000 live births",15.2
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Yen,,under 1 year old,,"Per 1,000 live births",14.9
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Yen,,under 1 year old,,"Per 1,000 live births",14.7
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Yen,,under 1 year old,,"Per 1,000 live births",14.6
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Yen,,under 1 year old,,"Per 1,000 live births",14.3
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Khanh  Hoa,,under 1 year old,,"Per 1,000 live births",15.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Khanh  Hoa,,under 1 year old,,"Per 1,000 live births",15.0
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Khanh  Hoa,,under 1 year old,,"Per 1,000 live births",14.7
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Khanh  Hoa,,under 1 year old,,"Per 1,000 live births",14.7
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Khanh  Hoa,,under 1 year old,,"Per 1,000 live births",14.2
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Khanh  Hoa,,under 1 year old,,"Per 1,000 live births",14.0
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Khanh  Hoa,,under 1 year old,,"Per 1,000 live births",13.7
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Khanh  Hoa,,under 1 year old,,"Per 1,000 live births",13.5
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Khanh  Hoa,,under 1 year old,,"Per 1,000 live births",13.5
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Khanh  Hoa,,under 1 year old,,"Per 1,000 live births",13.3
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh  Thuan,,under 1 year old,,"Per 1,000 live births",18.8
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh  Thuan,,under 1 year old,,"Per 1,000 live births",18.4
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh  Thuan,,under 1 year old,,"Per 1,000 live births",17.4
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh  Thuan,,under 1 year old,,"Per 1,000 live births",17.2
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh  Thuan,,under 1 year old,,"Per 1,000 live births",16.6
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh  Thuan,,under 1 year old,,"Per 1,000 live births",16.4
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh  Thuan,,under 1 year old,,"Per 1,000 live births",16.1
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh  Thuan,,under 1 year old,,"Per 1,000 live births",15.8
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh  Thuan,,under 1 year old,,"Per 1,000 live births",15.7
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh  Thuan,,under 1 year old,,"Per 1,000 live births",15.5
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Thuan,,under 1 year old,,"Per 1,000 live births",14.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Thuan,,under 1 year old,,"Per 1,000 live births",13.7
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Thuan,,under 1 year old,,"Per 1,000 live births",13.4
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Thuan,,under 1 year old,,"Per 1,000 live births",13.2
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Thuan,,under 1 year old,,"Per 1,000 live births",12.7
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Thuan,,under 1 year old,,"Per 1,000 live births",12.5
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Thuan,,under 1 year old,,"Per 1,000 live births",12.3
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Thuan,,under 1 year old,,"Per 1,000 live births",12.1
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Thuan,,under 1 year old,,"Per 1,000 live births",12.1
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Thuan,,under 1 year old,,"Per 1,000 live births",11.8
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kon Tum,,under 1 year old,,"Per 1,000 live births",38.1
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kon Tum,,under 1 year old,,"Per 1,000 live births",40.7
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kon Tum,,under 1 year old,,"Per 1,000 live births",40.0
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kon Tum,,under 1 year old,,"Per 1,000 live births",40.0
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kon Tum,,under 1 year old,,"Per 1,000 live births",38.7
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kon Tum,,under 1 year old,,"Per 1,000 live births",38.1
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kon Tum,,under 1 year old,,"Per 1,000 live births",37.4
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kon Tum,,under 1 year old,,"Per 1,000 live births",36.8
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kon Tum,,under 1 year old,,"Per 1,000 live births",36.6
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kon Tum,,under 1 year old,,"Per 1,000 live births",36.0
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Gia Lai,,under 1 year old,,"Per 1,000 live births",25.7
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Gia Lai,,under 1 year old,,"Per 1,000 live births",27.0
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Gia Lai,,under 1 year old,,"Per 1,000 live births",30.8
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Gia Lai,,under 1 year old,,"Per 1,000 live births",30.6
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Gia Lai,,under 1 year old,,"Per 1,000 live births",28.9
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Gia Lai,,under 1 year old,,"Per 1,000 live births",26.3
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Gia Lai,,under 1 year old,,"Per 1,000 live births",25.8
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Gia Lai,,under 1 year old,,"Per 1,000 live births",25.4
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Gia Lai,,under 1 year old,,"Per 1,000 live births",25.2
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Gia Lai,,under 1 year old,,"Per 1,000 live births",24.8
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Lak,,under 1 year old,,"Per 1,000 live births",22.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Lak,,under 1 year old,,"Per 1,000 live births",22.0
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Lak,,under 1 year old,,"Per 1,000 live births",24.6
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Lak,,under 1 year old,,"Per 1,000 live births",24.7
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Lak,,under 1 year old,,"Per 1,000 live births",24.2
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Lak,,under 1 year old,,"Per 1,000 live births",24.0
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Lak,,under 1 year old,,"Per 1,000 live births",23.6
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Lak,,under 1 year old,,"Per 1,000 live births",23.2
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Lak,,under 1 year old,,"Per 1,000 live births",23.1
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Lak,,under 1 year old,,"Per 1,000 live births",22.7
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Nong,,under 1 year old,,"Per 1,000 live births",26.6
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Nong,,under 1 year old,,"Per 1,000 live births",26.1
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Nong,,under 1 year old,,"Per 1,000 live births",28.5
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Nong,,under 1 year old,,"Per 1,000 live births",28.5
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Nong,,under 1 year old,,"Per 1,000 live births",27.1
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Nong,,under 1 year old,,"Per 1,000 live births",25.7
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Nong,,under 1 year old,,"Per 1,000 live births",25.2
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Nong,,under 1 year old,,"Per 1,000 live births",24.9
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Nong,,under 1 year old,,"Per 1,000 live births",24.7
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dak Nong,,under 1 year old,,"Per 1,000 live births",24.3
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lam Dong,,under 1 year old,,"Per 1,000 live births",14.5
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lam Dong,,under 1 year old,,"Per 1,000 live births",14.2
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lam Dong,,under 1 year old,,"Per 1,000 live births",16.5
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lam Dong,,under 1 year old,,"Per 1,000 live births",16.5
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lam Dong,,under 1 year old,,"Per 1,000 live births",16.6
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lam Dong,,under 1 year old,,"Per 1,000 live births",16.3
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lam Dong,,under 1 year old,,"Per 1,000 live births",16.0
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lam Dong,,under 1 year old,,"Per 1,000 live births",15.8
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lam Dong,,under 1 year old,,"Per 1,000 live births",15.7
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lam Dong,,under 1 year old,,"Per 1,000 live births",15.4
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Phuoc,,under 1 year old,,"Per 1,000 live births",16.2
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Phuoc,,under 1 year old,,"Per 1,000 live births",15.9
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Phuoc,,under 1 year old,,"Per 1,000 live births",14.8
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Phuoc,,under 1 year old,,"Per 1,000 live births",14.8
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Phuoc,,under 1 year old,,"Per 1,000 live births",14.3
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Phuoc,,under 1 year old,,"Per 1,000 live births",14.0
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Phuoc,,under 1 year old,,"Per 1,000 live births",13.8
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Phuoc,,under 1 year old,,"Per 1,000 live births",13.6
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Phuoc,,under 1 year old,,"Per 1,000 live births",13.5
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh Phuoc,,under 1 year old,,"Per 1,000 live births",13.3
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tay Ninh,,under 1 year old,,"Per 1,000 live births",13.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tay Ninh,,under 1 year old,,"Per 1,000 live births",12.3
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tay Ninh,,under 1 year old,,"Per 1,000 live births",12.5
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tay Ninh,,under 1 year old,,"Per 1,000 live births",12.4
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tay Ninh,,under 1 year old,,"Per 1,000 live births",12.0
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tay Ninh,,under 1 year old,,"Per 1,000 live births",11.8
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tay Ninh,,under 1 year old,,"Per 1,000 live births",11.6
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tay Ninh,,under 1 year old,,"Per 1,000 live births",11.4
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tay Ninh,,under 1 year old,,"Per 1,000 live births",11.3
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tay Ninh,,under 1 year old,,"Per 1,000 live births",11.1
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh  Duong,,under 1 year old,,"Per 1,000 live births",9.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh  Duong,,under 1 year old,,"Per 1,000 live births",9.5
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh  Duong,,under 1 year old,,"Per 1,000 live births",9.4
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh  Duong,,under 1 year old,,"Per 1,000 live births",9.4
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh  Duong,,under 1 year old,,"Per 1,000 live births",9.1
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh  Duong,,under 1 year old,,"Per 1,000 live births",9.0
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh  Duong,,under 1 year old,,"Per 1,000 live births",8.8
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh  Duong,,under 1 year old,,"Per 1,000 live births",8.7
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh  Duong,,under 1 year old,,"Per 1,000 live births",8.6
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Binh  Duong,,under 1 year old,,"Per 1,000 live births",8.5
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Nai,,under 1 year old,,"Per 1,000 live births",9.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Nai,,under 1 year old,,"Per 1,000 live births",9.2
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Nai,,under 1 year old,,"Per 1,000 live births",8.1
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Nai,,under 1 year old,,"Per 1,000 live births",8.1
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Nai,,under 1 year old,,"Per 1,000 live births",7.8
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Nai,,under 1 year old,,"Per 1,000 live births",7.7
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Nai,,under 1 year old,,"Per 1,000 live births",7.5
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Nai,,under 1 year old,,"Per 1,000 live births",7.4
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Nai,,under 1 year old,,"Per 1,000 live births",7.4
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Nai,,under 1 year old,,"Per 1,000 live births",7.2
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ba Ria - Vung Tau,,under 1 year old,,"Per 1,000 live births",8.9
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ba Ria - Vung Tau,,under 1 year old,,"Per 1,000 live births",8.5
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ba Ria - Vung Tau,,under 1 year old,,"Per 1,000 live births",8.7
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ba Ria - Vung Tau,,under 1 year old,,"Per 1,000 live births",8.6
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ba Ria - Vung Tau,,under 1 year old,,"Per 1,000 live births",8.3
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ba Ria - Vung Tau,,under 1 year old,,"Per 1,000 live births",8.1
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ba Ria - Vung Tau,,under 1 year old,,"Per 1,000 live births",8.0
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ba Ria - Vung Tau,,under 1 year old,,"Per 1,000 live births",7.9
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ba Ria - Vung Tau,,under 1 year old,,"Per 1,000 live births",7.8
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ba Ria - Vung Tau,,under 1 year old,,"Per 1,000 live births",7.7
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ho Chi Minh city,,under 1 year old,,"Per 1,000 live births",7.7
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ho Chi Minh city,,under 1 year old,,"Per 1,000 live births",7.7
