Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Long An,Percent,8.3
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Long An,Percent,7.4
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Long An,Percent,6.6
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Long An,Percent,6.2
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Long An,Percent,5.7
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Long An,Percent,5.7
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Long An,Percent,4.8
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Long An,Percent,4.3
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Long An,Percent,3.7
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tien Giang,Percent,3.1
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tien Giang,Percent,2.4
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tien Giang,Percent,2.2
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tien Giang,Percent,1.5
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tien Giang,Percent,1.6
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tien Giang,Percent,1.2
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tien Giang,Percent,1.3
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tien Giang,Percent,1.0
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tien Giang,Percent,1.0
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ben Tre,Percent,1.6
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ben Tre,Percent,1.6
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ben Tre,Percent,1.6
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ben Tre,Percent,1.6
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ben Tre,Percent,1.6
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ben Tre,Percent,1.6
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ben Tre,Percent,1.6
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ben Tre,Percent,1.6
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ben Tre,Percent,1.8
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tra Vinh,Percent,3.2
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tra Vinh,Percent,3.2
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tra Vinh,Percent,3.1
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tra Vinh,Percent,3.2
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tra Vinh,Percent,3.1
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tra Vinh,Percent,3.7
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tra Vinh,Percent,3.3
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tra Vinh,Percent,3.7
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tra Vinh,Percent,3.8
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Thap,Percent,2.2
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Thap,Percent,2.0
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Thap,Percent,1.9
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Thap,Percent,13.0
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Thap,Percent,15.2
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Thap,Percent,15.1
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Thap,Percent,1.7
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Thap,Percent,1.5
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Thap,Percent,1.6
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],An Giang,Percent,3.8
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],An Giang,Percent,3.4
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],An Giang,Percent,3.4
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],An Giang,Percent,3.4
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],An Giang,Percent,3.3
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],An Giang,Percent,3.3
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],An Giang,Percent,3.2
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],An Giang,Percent,3.3
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],An Giang,Percent,3.6
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kien  Giang,Percent,11.3
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kien  Giang,Percent,11.1
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kien  Giang,Percent,10.0
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kien  Giang,Percent,9.6
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kien  Giang,Percent,8.6
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kien  Giang,Percent,8.5
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kien  Giang,Percent,8.2
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kien  Giang,Percent,10.7
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kien  Giang,Percent,12.0
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hau Giang,Percent,1.6
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hau Giang,Percent,1.7
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hau Giang,Percent,1.7
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hau Giang,Percent,1.3
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hau Giang,Percent,1.3
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hau Giang,Percent,1.3
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hau Giang,Percent,1.4
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hau Giang,Percent,1.5
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hau Giang,Percent,1.6
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Soc Trang,Percent,3.0
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Soc Trang,Percent,3.1
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Soc Trang,Percent,2.9
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Soc Trang,Percent,2.9
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Soc Trang,Percent,2.0
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Soc Trang,Percent,2.2
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Soc Trang,Percent,2.6
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Soc Trang,Percent,2.8
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Soc Trang,Percent,2.8
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Lieu,Percent,1.6
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Lieu,Percent,1.6
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Lieu,Percent,1.6
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Lieu,Percent,1.4
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Lieu,Percent,1.9
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Lieu,Percent,1.8
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Lieu,Percent,1.8
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Lieu,Percent,1.8
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Bac Lieu,Percent,1.7
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ca Mau,Percent,16.7
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ca Mau,Percent,17.0
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ca Mau,Percent,17.3
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ca Mau,Percent,17.6
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ca Mau,Percent,12.5
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ca Mau,Percent,10.8
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ca Mau,Percent,10.8
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ca Mau,Percent,18.3
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ca Mau,Percent,18.4
