Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh  Duong,Number,325
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh  Duong,Number,323
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh  Duong,Number,327
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh  Duong,Number,324
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh  Duong,Number,311
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh  Duong,Number,296
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Nai,Number,330
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Nai,Number,336
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Nai,Number,356
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Nai,Number,408
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Nai,Number,419
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Nai,Number,329
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Nai,Number,319
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Nai,Number,281
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Nai,Number,258
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Nai,Number,241
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ba Ria - Vung Tau,Number,216
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ba Ria - Vung Tau,Number,217
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ba Ria - Vung Tau,Number,218
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ba Ria - Vung Tau,Number,275
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ba Ria - Vung Tau,Number,253
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ba Ria - Vung Tau,Number,264
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ba Ria - Vung Tau,Number,261
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ba Ria - Vung Tau,Number,258
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ba Ria - Vung Tau,Number,236
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ba Ria - Vung Tau,Number,244
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ho Chi Minh city,Number,885
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ho Chi Minh city,Number,831
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ho Chi Minh city,Number,786
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ho Chi Minh city,Number,781
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ho Chi Minh city,Number,710
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ho Chi Minh city,Number,698
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ho Chi Minh city,Number,798
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ho Chi Minh city,Number,70
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ho Chi Minh city,Number,702
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ho Chi Minh city,Number,634
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Long An,Number,293
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Long An,Number,337
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Long An,Number,251
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Long An,Number,226
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Long An,Number,218
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Long An,Number,176
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Long An,Number,142
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Long An,Number,63
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Long An,Number,113
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Long An,Number,107
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tien Giang,Number,253
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tien Giang,Number,300
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tien Giang,Number,242
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tien Giang,Number,261
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tien Giang,Number,229
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tien Giang,Number,181
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tien Giang,Number,248
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tien Giang,Number,705
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tien Giang,Number,234
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tien Giang,Number,242
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ben Tre,Number,133
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ben Tre,Number,128
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ben Tre,Number,118
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ben Tre,Number,144
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ben Tre,Number,206
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ben Tre,Number,196
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ben Tre,Number,192
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ben Tre,Number,197
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ben Tre,Number,195
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ben Tre,Number,139
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tra Vinh,Number,87
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tra Vinh,Number,100
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tra Vinh,Number,79
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tra Vinh,Number,79
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tra Vinh,Number,69
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tra Vinh,Number,108
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tra Vinh,Number,78
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tra Vinh,Number,71
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tra Vinh,Number,68
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tra Vinh,Number,53
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Vinh Long,Number,108
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Vinh Long,Number,123
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Vinh Long,Number,115
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Vinh Long,Number,109
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Vinh Long,Number,147
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Vinh Long,Number,145
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Vinh Long,Number,140
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Vinh Long,Number,36
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Vinh Long,Number,127
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Vinh Long,Number,120
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Thap,Number,201
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Thap,Number,199
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Thap,Number,151
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Thap,Number,145
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Thap,Number,141
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Thap,Number,119
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Thap,Number,150
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Thap,Number,139
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Thap,Number,130
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dong Thap,Number,125
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],An Giang,Number,138
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],An Giang,Number,120
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],An Giang,Number,101
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],An Giang,Number,89
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],An Giang,Number,96
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],An Giang,Number,95
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],An Giang,Number,86
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],An Giang,Number,3
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],An Giang,Number,76
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],An Giang,Number,63
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kien  Giang,Number,164
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kien  Giang,Number,151
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kien  Giang,Number,84
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kien  Giang,Number,96
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kien  Giang,Number,128
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kien  Giang,Number,146
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kien  Giang,Number,133
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kien  Giang,Number,76
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kien  Giang,Number,122
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kien  Giang,Number,86
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Can Tho,Number,140
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Can Tho,Number,126
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Can Tho,Number,82
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Can Tho,Number,87
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Can Tho,Number,80
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Can Tho,Number,79
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Can Tho,Number,78
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Can Tho,Number,93
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Can Tho,Number,112
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Can Tho,Number,105
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hau Giang,Number,76
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hau Giang,Number,91
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hau Giang,Number,68
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hau Giang,Number,64
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hau Giang,Number,57
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hau Giang,Number,52
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hau Giang,Number,52
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hau Giang,Number,114
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hau Giang,Number,91
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hau Giang,Number,74
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Soc Trang,Number,170
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Soc Trang,Number,181
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Soc Trang,Number,160
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Soc Trang,Number,129
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Soc Trang,Number,111
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Soc Trang,Number,99
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Soc Trang,Number,96
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Soc Trang,Number,63
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Soc Trang,Number,106
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Soc Trang,Number,98
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Lieu,Number,68
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Lieu,Number,87
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Lieu,Number,77
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Lieu,Number,56
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Lieu,Number,58
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Lieu,Number,49
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Lieu,Number,43
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Lieu,Number,36
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Lieu,Number,27
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Bac Lieu,Number,20
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ca Mau,Number,19
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ca Mau,Number,17
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ca Mau,Number,15
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ca Mau,Number,15
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ca Mau,Number,16
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ca Mau,Number,18
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ca Mau,Number,31
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ca Mau,Number,26
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ca Mau,Number,24
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ca Mau,Number,19
